User	Video	Orientation	Slant	Label	Score
1	146	Action	-1	Action	1
1	136	Action	-1	Action	1
1	62	Action	-1	Action	1
1	107	Action	-1	Action	1
1	75	Action	-1	Action	1
1	105	Action	-1	Action	1
1	140	Action	-1	Action	1
1	145	Action	-1	Action	1
1	114	Action	-1	Action	1
1	156	Action	-1	Action	1
1	88	Action	-1	Action	1
1	111	Action	-1	Action	1
1	58	Action	-1	Action	1
1	118	Action	-1	Action	1
1	113	Action	-1	Action	1
1	65	Action	-1	Action	1
1	147	Action	-1	Action	1
1	89	Action	-1	Action	1
1	150	Action	-1	Action	1
1	112	Action	-1	Action	1
1	144	Action	-1	Action	1
1	137	Action	-1	Action	1
1	68	Action	-1	Action	1
1	79	Action	-1	Action	1
1	129	Action	-1	Action	1
1	102	Action	-1	Action	1
1	93	Action	-1	Action	1
1	60	Action	-1	Action	1
1	86	Action	-1	Action	1
1	119	Action	-1	Action	1
1	153	Action	-1	Action	1
1	76	Action	-1	Action	1
1	71	Action	-1	Action	1
1	82	Action	-1	Action	1
1	66	Action	-1	Action	1
1	125	Action	-1	Action	1
2	121	Action	-1	Drama	1
2	99	Action	-1	Comedy	1
2	189	Action	-1	Comedy	1
2	164	Action	-1	Comedy	1
2	41	Action	-1	Drama	1
2	167	Action	-1	Action	1
2	178	Action	-1	Western	1
2	181	Action	-1	Action	1
2	186	Action	-1	Comedy	1
2	180	Action	-1	Action	1
2	116	Action	-1	Adventure	1
2	44	Action	-1	Action	1
2	117	Action	-1	Action	1
2	187	Action	-1	Adventure	1
2	5	Action	-1	Action	1
2	185	Action	-1	Adventure	1
2	120	Action	-1	Action	1
2	172	Action	-1	Action	1
2	64	Action	-1	Action	1
2	174	Action	-1	Action	1
2	175	Action	-1	Action	1
2	107	Action	-1	Action	1
2	171	Action	-1	Adventure	1
2	179	Action	-1	Action	1
2	173	Action	-1	Action	1
2	156	Action	-1	Action	1
2	188	Action	-1	Action	1
2	184	Action	-1	Adventure	1
2	176	Action	-1	Action	1
2	177	Action	-1	Action	1
2	166	Action	-1	Action	1
2	58	Action	-1	Action	1
2	190	Action	-1	Comedy	1
2	50	Action	-1	Animation	1
2	162	Action	-1	Comedy	1
2	170	Action	-1	Comedy	1
2	163	Action	-1	Comedy	1
2	183	Action	-1	Action	1
2	22	Action	-1	Comedy	1
2	80	Action	-1	Adventure	1
2	169	Action	-1	Comedy	1
2	4	Action	-1	Animation	1
2	182	Action	-1	Comedy	1
2	168	Action	-1	Comedy	1
2	165	Action	-1	Comedy	1
2	191	Action	-1	Animation	1
3	9	Drama	-1	Adventure	1
3	276	Drama	-1	Drama	1
3	216	Drama	-1	Drama	1
3	99	Drama	-1	Comedy	1
3	302	Drama	-1	Comedy	1
3	170	Drama	-1	Comedy	1
3	212	Drama	-1	Comedy	1
3	321	Drama	-1	Comedy	1
3	315	Drama	-1	Drama	1
3	4	Drama	-1	Animation	1
3	247	Drama	-1	Horror	1
3	303	Drama	-1	Comedy	1
3	271	Drama	-1	Comedy	1
3	3	Drama	-1	Drama	1
3	293	Drama	-1	Drama	1
3	273	Drama	-1	Drama	1
3	239	Drama	-1	Horror	1
3	202	Drama	-1	Drama	1
3	243	Drama	-1	Comedy	1
3	287	Drama	-1	Comedy	1
3	297	Drama	-1	Comedy	1
3	253	Drama	-1	Action	1
3	257	Drama	-1	Horror	1
3	268	Drama	-1	Action	1
3	226	Drama	-1	Drama	1
3	285	Drama	-1	Comedy	1
3	43	Drama	-1	Action	1
3	227	Drama	-1	Drama	1
3	235	Drama	-1	Horror	1
3	301	Drama	-1	Comedy	1
3	221	Drama	-1	Animation	1
3	252	Drama	-1	Romance	1
3	205	Drama	-1	Drama	1
3	201	Drama	-1	Adventure	1
3	300	Drama	-1	Action	1
3	219	Drama	-1	Animation	1
3	318	Drama	-1	Comedy	1
3	237	Drama	-1	Comedy	1
3	232	Drama	-1	Drama	1
3	157	Drama	-1	Drama	1
3	121	Drama	-1	Drama	1
3	265	Drama	-1	Drama	1
3	258	Drama	-1	Drama	1
3	124	Drama	-1	Action	1
3	324	Drama	-1	Western	1
3	234	Drama	-1	Documentary	1
3	248	Drama	-1	Drama	1
3	304	Drama	-1	Drama	1
3	211	Drama	-1	Romance	1
3	241	Drama	-1	Drama	1
3	245	Drama	-1	Comedy	1
3	260	Drama	-1	Comedy	1
3	292	Drama	-1	Drama	1
3	322	Drama	-1	Animation	1
3	311	Drama	-1	Comedy	1
3	259	Drama	-1	Action	1
3	246	Drama	-1	Documentary	1
3	242	Drama	-1	Action	1
3	240	Drama	-1	Comedy	1
3	266	Drama	-1	Documentary	1
3	218	Drama	-1	Drama	1
3	225	Drama	-1	Comedy	1
3	203	Drama	-1	Comedy	1
3	323	Drama	-1	Drama	1
3	223	Drama	-1	Documentary	1
3	250	Drama	-1	Drama	1
3	294	Drama	-1	Comedy	1
3	249	Drama	-1	Drama	1
3	320	Drama	-1	Comedy	1
3	299	Drama	-1	Action	1
3	261	Drama	-1	Drama	1
3	286	Drama	-1	Comedy	1
3	274	Drama	-1	Drama	1
3	146	Drama	-1	Action	1
3	317	Drama	-1	Drama	1
3	204	Drama	-1	Comedy	1
3	104	Drama	-1	Drama	1
3	313	Drama	-1	Drama	1
3	312	Drama	-1	Drama	1
3	310	Drama	-1	Adventure	1
3	290	Drama	-1	Drama	1
3	316	Drama	-1	Horror	1
3	275	Drama	-1	Drama	1
3	272	Drama	-1	Comedy	1
3	251	Drama	-1	Drama	1
3	255	Drama	-1	Comedy	1
3	298	Drama	-1	Comedy	1
3	231	Drama	-1	Drama	1
3	213	Drama	-1	Drama	1
3	280	Drama	-1	Drama	1
3	309	Drama	-1	Documentary	1
3	307	Drama	-1	Drama	1
3	214	Drama	-1	Drama	1
3	206	Drama	-1	Drama	1
3	306	Drama	-1	Comedy	1
3	122	Drama	-1	Comedy	1
3	288	Drama	-1	Comedy	1
3	75	Drama	-1	Action	1
3	207	Drama	-1	Comedy	1
3	281	Drama	-1	Drama	1
3	314	Drama	-1	Comedy	1
3	277	Drama	-1	Animation	1
3	295	Drama	-1	Comedy	1
3	114	Drama	-1	Action	1
3	217	Drama	-1	Drama	1
3	229	Drama	-1	Comedy	1
3	262	Drama	-1	Action	1
3	308	Drama	-1	Comedy	1
3	267	Drama	-1	Drama	1
3	101	Drama	-1	Drama	1
3	279	Drama	-1	Horror	1
3	264	Drama	-1	Drama	1
3	270	Drama	-1	Comedy	1
3	175	Drama	-1	Action	1
3	215	Drama	-1	Drama	1
3	236	Drama	-1	Action	1
3	283	Drama	-1	Drama	1
3	209	Drama	-1	Drama	1
3	254	Drama	-1	Sci-Fi	1
3	319	Drama	-1	Drama	1
3	238	Drama	-1	Action	1
3	296	Drama	-1	Drama	1
3	145	Drama	-1	Action	1
3	284	Drama	-1	Animation	1
3	230	Drama	-1	Drama	1
3	282	Drama	-1	Comedy	1
3	305	Drama	-1	Comedy	1
3	244	Drama	-1	Comedy	1
4	332	Comedy	-1	Comedy	1
4	361	Comedy	-1	Drama	1
4	156	Comedy	-1	Action	1
4	164	Comedy	-1	Comedy	1
4	64	Comedy	-1	Action	1
4	335	Comedy	-1	Drama	1
4	236	Comedy	-1	Action	1
4	357	Comedy	-1	Drama	1
4	359	Comedy	-1	Comedy	1
4	351	Comedy	-1	Drama	1
4	349	Comedy	-1	Comedy	1
4	358	Comedy	-1	Adventure	1
4	191	Comedy	-1	Animation	1
4	369	Comedy	-1	Drama	1
4	365	Comedy	-1	Comedy	1
4	366	Comedy	-1	Drama	1
4	344	Comedy	-1	Action	1
4	325	Comedy	-1	Action	1
4	364	Comedy	-1	Comedy	1
4	331	Comedy	-1	Comedy	1
4	326	Comedy	-1	Action	1
4	360	Comedy	-1	Musical	1
4	339	Comedy	-1	Comedy	1
4	84	Comedy	-1	Comedy	1
4	126	Comedy	-1	Comedy	1
4	363	Comedy	-1	Adventure	1
4	368	Comedy	-1	Animation	1
4	338	Comedy	-1	Comedy	1
4	341	Comedy	-1	Animation	1
4	40	Comedy	-1	Animation	1
4	20	Comedy	-1	Comedy	1
4	116	Comedy	-1	Adventure	1
4	355	Comedy	-1	Drama	1
4	352	Comedy	-1	Comedy	1
4	322	Comedy	-1	Animation	1
4	33	Comedy	-1	Animation	1
4	10	Comedy	-1	Animation	1
4	25	Comedy	-1	Animation	1
4	362	Comedy	-1	Drama	1
4	329	Comedy	-1	Animation	1
4	32	Comedy	-1	Adventure	1
4	330	Comedy	-1	Animation	1
4	328	Comedy	-1	Adventure	1
4	367	Comedy	-1	Comedy	1
4	45	Comedy	-1	Animation	1
4	343	Comedy	-1	Musical	1
4	2	Comedy	-1	Musical	1
4	14	Comedy	-1	Musical	1
4	354	Comedy	-1	Musical	1
4	350	Comedy	-1	Musical	1
4	342	Comedy	-1	Comedy	1
4	348	Comedy	-1	Animation	1
4	356	Comedy	-1	Drama	1
4	79	Comedy	-1	Action	1
4	337	Comedy	-1	Western	1
4	333	Comedy	-1	Western	1
4	334	Comedy	-1	Western	1
4	353	Comedy	-1	Animation	1
4	347	Comedy	-1	Western	1
4	67	Comedy	-1	Action	1
4	346	Comedy	-1	Action	1
4	3	Comedy	-1	Drama	1
4	345	Comedy	-1	Comedy	1
4	300	Comedy	-1	Action	1
4	370	Comedy	-1	Comedy	1
4	327	Comedy	-1	Action	1
4	143	Comedy	-1	Drama	1
4	340	Comedy	-1	Comedy	1
4	336	Comedy	-1	Comedy	1
5	64	Drama	-1	Action	1
5	432	Drama	-1	Drama	1
5	276	Drama	-1	Drama	1
5	444	Drama	-1	Comedy	1
5	107	Drama	-1	Action	1
5	375	Drama	-1	Action	1
5	43	Drama	-1	Action	1
5	146	Drama	-1	Action	1
5	48	Drama	-1	Action	1
5	92	Drama	-1	Action	1
5	442	Drama	-1	Action	1
5	87	Drama	-1	Action	1
5	62	Drama	-1	Action	1
5	124	Drama	-1	Action	1
5	238	Drama	-1	Action	1
5	440	Drama	-1	Action	1
5	236	Drama	-1	Action	1
5	299	Drama	-1	Action	1
5	376	Drama	-1	Action	1
5	136	Drama	-1	Action	1
5	175	Drama	-1	Action	1
5	88	Drama	-1	Action	1
5	403	Drama	-1	Action	1
5	179	Drama	-1	Action	1
5	140	Drama	-1	Action	1
5	156	Drama	-1	Action	1
5	379	Drama	-1	Action	1
5	456	Drama	-1	Action	1
5	382	Drama	-1	Action	1
5	449	Drama	-1	Drama	1
5	126	Drama	-1	Comedy	1
5	110	Drama	-1	Comedy	1
5	204	Drama	-1	Comedy	1
5	104	Drama	-1	Drama	1
5	357	Drama	-1	Drama	1
5	443	Drama	-1	Drama	1
5	415	Drama	-1	Action	1
5	410	Drama	-1	Drama	1
5	416	Drama	-1	Drama	1
5	384	Drama	-1	Drama	1
5	250	Drama	-1	Drama	1
5	99	Drama	-1	Comedy	1
5	23	Drama	-1	Drama	1
5	451	Drama	-1	Drama	1
5	248	Drama	-1	Drama	1
5	290	Drama	-1	Drama	1
5	419	Drama	-1	Drama	1
5	429	Drama	-1	Drama	1
5	292	Drama	-1	Drama	1
5	323	Drama	-1	Drama	1
5	315	Drama	-1	Drama	1
5	281	Drama	-1	Drama	1
5	381	Drama	-1	Drama	1
5	445	Drama	-1	Drama	1
5	428	Drama	-1	Drama	1
5	311	Drama	-1	Comedy	1
5	231	Drama	-1	Drama	1
5	391	Drama	-1	Drama	1
5	437	Drama	-1	Drama	1
5	400	Drama	-1	Drama	1
5	424	Drama	-1	Drama	1
5	453	Drama	-1	Drama	1
5	425	Drama	-1	Drama	1
5	422	Drama	-1	Drama	1
5	408	Drama	-1	Drama	1
5	406	Drama	-1	Drama	1
5	386	Drama	-1	Drama	1
5	407	Drama	-1	Drama	1
5	450	Drama	-1	Comedy	1
5	215	Drama	-1	Drama	1
5	423	Drama	-1	Drama	1
5	81	Drama	-1	Drama	1
5	402	Drama	-1	Drama	1
5	441	Drama	-1	Drama	1
5	39	Drama	-1	Drama	1
5	409	Drama	-1	Drama	1
5	454	Drama	-1	Drama	1
5	18	Drama	-1	Drama	1
5	430	Drama	-1	Comedy	1
5	436	Drama	-1	Drama	1
5	53	Drama	-1	Drama	1
5	27	Drama	-1	Drama	1
5	31	Drama	-1	Drama	1
5	385	Drama	-1	Drama	1
5	431	Drama	-1	Drama	1
5	401	Drama	-1	Drama	1
5	447	Drama	-1	Comedy	1
5	389	Drama	-1	Drama	1
5	427	Drama	-1	Drama	1
5	392	Drama	-1	Drama	1
5	398	Drama	-1	Drama	1
5	448	Drama	-1	Drama	1
5	452	Drama	-1	Drama	1
5	439	Drama	-1	Drama	1
5	394	Drama	-1	Drama	1
5	395	Drama	-1	Drama	1
5	420	Drama	-1	Action	1
5	411	Drama	-1	Drama	1
5	418	Drama	-1	Drama	1
5	446	Drama	-1	Drama	1
5	393	Drama	-1	Comedy	1
5	433	Drama	-1	Drama	1
5	36	Drama	-1	Drama	1
5	356	Drama	-1	Drama	1
5	405	Drama	-1	Drama	1
5	412	Drama	-1	Comedy	1
5	417	Drama	-1	Drama	1
5	457	Drama	-1	Drama	1
5	435	Drama	-1	Action	1
5	421	Drama	-1	Comedy	1
5	383	Drama	-1	Drama	1
5	404	Drama	-1	Action	1
5	426	Drama	-1	Drama	1
5	112	Drama	-1	Action	1
5	438	Drama	-1	Drama	1
5	396	Drama	-1	Drama	1
5	397	Drama	-1	Comedy	1
5	455	Drama	-1	Drama	1
5	399	Drama	-1	Drama	1
5	388	Drama	-1	Action	1
5	390	Drama	-1	Comedy	1
5	387	Drama	-1	Animation	1
5	413	Drama	-1	Adventure	1
5	40	Drama	-1	Animation	1
5	414	Drama	-1	Animation	1
5	86	Drama	-1	Action	1
6	474	Drama	-1	Animation	1
6	41	Drama	-1	Drama	1
6	361	Drama	-1	Drama	1
6	64	Drama	-1	Action	1
6	473	Drama	-1	Drama	1
6	380	Drama	-1	Action	1
6	486	Drama	-1	Drama	1
6	461	Drama	-1	Comedy	1
6	23	Drama	-1	Drama	1
6	487	Drama	-1	Action	1
6	121	Drama	-1	Drama	1
6	476	Drama	-1	Animation	1
6	99	Drama	-1	Comedy	1
6	143	Drama	-1	Drama	1
6	488	Drama	-1	Comedy	1
6	43	Drama	-1	Action	1
6	463	Drama	-1	Drama	1
6	3	Drama	-1	Drama	1
6	372	Drama	-1	Action	1
6	482	Drama	-1	Action	1
6	460	Drama	-1	Drama	1
6	327	Drama	-1	Action	1
6	464	Drama	-1	Drama	1
6	391	Drama	-1	Drama	1
6	157	Drama	-1	Drama	1
6	21	Drama	-1	Animation	1
6	29	Drama	-1	Animation	1
6	48	Drama	-1	Action	1
6	248	Drama	-1	Drama	1
6	40	Drama	-1	Animation	1
6	50	Drama	-1	Animation	1
6	480	Drama	-1	Animation	1
6	124	Drama	-1	Action	1
6	468	Drama	-1	Drama	1
6	490	Drama	-1	Documentary	1
6	141	Drama	-1	Action	1
6	246	Drama	-1	Documentary	1
6	231	Drama	-1	Drama	1
6	39	Drama	-1	Drama	1
6	449	Drama	-1	Drama	1
6	4	Drama	-1	Animation	1
6	450	Drama	-1	Comedy	1
6	110	Drama	-1	Comedy	1
6	81	Drama	-1	Drama	1
6	384	Drama	-1	Drama	1
6	154	Drama	-1	Comedy	1
6	416	Drama	-1	Drama	1
6	272	Drama	-1	Comedy	1
6	273	Drama	-1	Drama	1
6	236	Drama	-1	Action	1
6	484	Drama	-1	Romance	1
6	481	Drama	-1	Comedy	1
6	478	Drama	-1	Comedy	1
6	459	Drama	-1	Comedy	1
6	255	Drama	-1	Comedy	1
6	477	Drama	-1	Drama	1
6	472	Drama	-1	Drama	1
6	85	Drama	-1	Comedy	1
6	479	Drama	-1	Drama	1
6	27	Drama	-1	Drama	1
6	483	Drama	-1	Drama	1
6	485	Drama	-1	Drama	1
6	470	Drama	-1	Comedy	1
6	465	Drama	-1	Drama	1
6	280	Drama	-1	Drama	1
6	466	Drama	-1	Comedy	1
6	385	Drama	-1	Drama	1
6	386	Drama	-1	Drama	1
6	304	Drama	-1	Drama	1
6	242	Drama	-1	Action	1
6	254	Drama	-1	Sci-Fi	1
6	116	Drama	-1	Adventure	1
6	107	Drama	-1	Action	1
6	489	Drama	-1	Drama	1
6	475	Drama	-1	Comedy	1
6	336	Drama	-1	Comedy	1
6	352	Drama	-1	Comedy	1
6	469	Drama	-1	Drama	1
6	462	Drama	-1	Drama	1
6	140	Drama	-1	Action	1
6	491	Drama	-1	Drama	1
6	409	Drama	-1	Drama	1
6	281	Drama	-1	Drama	1
6	431	Drama	-1	Drama	1
6	471	Drama	-1	Action	1
6	88	Drama	-1	Action	1
6	30	Drama	-1	Animation	1
6	458	Drama	-1	Comedy	1
7	538	Comedy	-1	Comedy	1
7	336	Comedy	-1	Comedy	1
7	607	Comedy	-1	Action	1
7	64	Comedy	-1	Action	1
7	577	Comedy	-1	Comedy	1
7	284	Comedy	-1	Animation	1
7	548	Comedy	-1	Animation	1
7	474	Comedy	-1	Animation	1
7	103	Comedy	-1	Drama	1
7	99	Comedy	-1	Comedy	1
7	705	Comedy	-1	Animation	1
7	15	Comedy	-1	Comedy	1
7	107	Comedy	-1	Action	1
7	399	Comedy	-1	Drama	1
7	82	Comedy	-1	Action	1
7	658	Comedy	-1	Musical	1
7	518	Comedy	-1	Adventure	1
7	542	Comedy	-1	Comedy	1
7	701	Comedy	-1	Adventure	1
7	58	Comedy	-1	Action	1
7	688	Comedy	-1	Comedy	1
7	444	Comedy	-1	Comedy	1
7	3	Comedy	-1	Drama	1
7	592	Comedy	-1	Comedy	1
7	655	Comedy	-1	Adventure	1
7	476	Comedy	-1	Animation	1
7	9	Comedy	-1	Adventure	1
7	541	Comedy	-1	War	1
7	707	Comedy	-1	Comedy	1
7	120	Comedy	-1	Action	1
7	557	Comedy	-1	Comedy	1
7	562	Comedy	-1	Comedy	1
7	83	Comedy	-1	Drama	1
7	361	Comedy	-1	Drama	1
7	172	Comedy	-1	Action	1
7	22	Comedy	-1	Comedy	1
7	131	Comedy	-1	Action	1
7	50	Comedy	-1	Animation	1
7	702	Comedy	-1	Drama	1
7	193	Comedy	-1	Action	1
7	169	Comedy	-1	Comedy	1
7	677	Comedy	-1	Action	1
7	693	Comedy	-1	Comedy	1
7	87	Comedy	-1	Action	1
7	33	Comedy	-1	Animation	1
7	540	Comedy	-1	Comedy	1
7	13	Comedy	-1	Comedy	1
7	630	Comedy	-1	Drama	1
7	243	Comedy	-1	Comedy	1
7	573	Comedy	-1	Comedy	1
7	197	Comedy	-1	Action	1
7	73	Comedy	-1	Comedy	1
7	168	Comedy	-1	Comedy	1
7	170	Comedy	-1	Comedy	1
7	45	Comedy	-1	Animation	1
7	510	Comedy	-1	Drama	1
7	195	Comedy	-1	Action	1
7	92	Comedy	-1	Action	1
7	600	Comedy	-1	Drama	1
7	381	Comedy	-1	Drama	1
7	273	Comedy	-1	Drama	1
7	657	Comedy	-1	Action	1
7	149	Comedy	-1	Drama	1
7	700	Comedy	-1	Drama	1
7	604	Comedy	-1	Drama	1
7	91	Comedy	-1	Drama	1
7	501	Comedy	-1	Adventure	1
7	450	Comedy	-1	Comedy	1
7	186	Comedy	-1	Comedy	1
7	408	Comedy	-1	Drama	1
7	385	Comedy	-1	Drama	1
7	648	Comedy	-1	Action	1
7	39	Comedy	-1	Drama	1
7	533	Comedy	-1	Drama	1
7	698	Comedy	-1	Drama	1
7	493	Comedy	-1	Comedy	1
7	175	Comedy	-1	Action	1
7	139	Comedy	-1	Drama	1
7	521	Comedy	-1	Drama	1
7	632	Comedy	-1	Comedy	1
7	629	Comedy	-1	Drama	1
7	40	Comedy	-1	Animation	1
7	4	Comedy	-1	Animation	1
7	628	Comedy	-1	Comedy	1
7	525	Comedy	-1	Comedy	1
7	488	Comedy	-1	Comedy	1
7	216	Comedy	-1	Drama	1
7	330	Comedy	-1	Animation	1
7	148	Comedy	-1	Comedy	1
7	365	Comedy	-1	Comedy	1
7	2	Comedy	-1	Musical	1
7	354	Comedy	-1	Musical	1
7	160	Comedy	-1	Comedy	1
7	685	Comedy	-1	Action	1
7	547	Comedy	-1	Animation	1
7	358	Comedy	-1	Adventure	1
7	74	Comedy	-1	Drama	1
7	250	Comedy	-1	Drama	1
7	622	Comedy	-1	Drama	1
7	8	Comedy	-1	Animation	1
7	645	Comedy	-1	Comedy	1
7	703	Comedy	-1	Comedy	1
7	7	Comedy	-1	Comedy	1
7	79	Comedy	-1	Action	1
7	716	Comedy	-1	Animation	1
7	508	Comedy	-1	Comedy	1
7	143	Comedy	-1	Drama	1
7	641	Comedy	-1	Drama	1
7	173	Comedy	-1	Action	1
7	511	Comedy	-1	Comedy	1
7	556	Comedy	-1	Drama	1
7	494	Comedy	-1	Drama	1
7	85	Comedy	-1	Comedy	1
7	621	Comedy	-1	Drama	1
7	665	Comedy	-1	Action	1
7	105	Comedy	-1	Action	1
7	662	Comedy	-1	Comedy	1
7	589	Comedy	-1	Musical	1
7	585	Comedy	-1	Comedy	1
7	431	Comedy	-1	Drama	1
7	666	Comedy	-1	Comedy	1
7	527	Comedy	-1	Action	1
7	618	Comedy	-1	Drama	1
7	504	Comedy	-1	Comedy	1
7	318	Comedy	-1	Comedy	1
7	717	Comedy	-1	Action	1
7	360	Comedy	-1	Musical	1
7	475	Comedy	-1	Comedy	1
7	20	Comedy	-1	Comedy	1
7	419	Comedy	-1	Drama	1
7	6	Comedy	-1	Action	1
7	611	Comedy	-1	Adventure	1
7	590	Comedy	-1	Animation	1
7	668	Comedy	-1	Comedy	1
7	254	Comedy	-1	Sci-Fi	1
7	544	Comedy	-1	Action	1
7	554	Comedy	-1	Action	1
7	673	Comedy	-1	Drama	1
7	165	Comedy	-1	Comedy	1
7	627	Comedy	-1	Comedy	1
7	30	Comedy	-1	Animation	1
7	667	Comedy	-1	Comedy	1
7	53	Comedy	-1	Drama	1
7	116	Comedy	-1	Adventure	1
7	536	Comedy	-1	Animation	1
7	649	Comedy	-1	Musical	1
7	650	Comedy	-1	Action	1
7	582	Comedy	-1	Comedy	1
7	710	Comedy	-1	Action	1
7	506	Comedy	-1	Comedy	1
7	516	Comedy	-1	Comedy	1
7	595	Comedy	-1	Adventure	1
7	652	Comedy	-1	Comedy	1
7	520	Comedy	-1	Animation	1
7	694	Comedy	-1	Drama	1
7	471	Comedy	-1	Action	1
7	692	Comedy	-1	Action	1
7	188	Comedy	-1	Action	1
7	288	Comedy	-1	Comedy	1
7	17	Comedy	-1	Animation	1
7	564	Comedy	-1	Comedy	1
7	191	Comedy	-1	Animation	1
7	699	Comedy	-1	Action	1
7	609	Comedy	-1	Animation	1
7	184	Comedy	-1	Adventure	1
7	674	Comedy	-1	Comedy	1
7	390	Comedy	-1	Comedy	1
7	326	Comedy	-1	Action	1
7	675	Comedy	-1	Comedy	1
7	528	Comedy	-1	Animation	1
7	492	Comedy	-1	Comedy	1
7	561	Comedy	-1	Adventure	1
7	584	Comedy	-1	Action	1
7	255	Comedy	-1	Comedy	1
7	113	Comedy	-1	Action	1
7	718	Comedy	-1	Comedy	1
7	575	Comedy	-1	Comedy	1
7	669	Comedy	-1	Comedy	1
7	60	Comedy	-1	Action	1
7	539	Comedy	-1	Comedy	1
7	619	Comedy	-1	Animation	1
7	130	Comedy	-1	Comedy	1
7	359	Comedy	-1	Comedy	1
7	631	Comedy	-1	Comedy	1
7	617	Comedy	-1	Adventure	1
7	720	Comedy	-1	Adventure	1
7	623	Comedy	-1	Comedy	1
7	676	Comedy	-1	Animation	1
7	553	Comedy	-1	Comedy	1
7	545	Comedy	-1	Animation	1
7	150	Comedy	-1	Action	1
7	433	Comedy	-1	Drama	1
7	495	Comedy	-1	Horror	1
